From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (GO),Gene Ontology IDs,Gene Ontology (cellular component),Gene Ontology (molecular function)
PA0439,Q9I678,unreviewed,Q9I678_PSEAE,Dihydrothymine dehydrogenase (Dihydrouracil dehydrogenase),PA0439,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),425,thymine catabolic process [GO:0006210]; uracil catabolic process [GO:0006212],"cytoplasm [GO:0005737]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; NADP binding [GO:0050661]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]; uracil binding [GO:0002058]; thymine catabolic process [GO:0006210]; uracil catabolic process [GO:0006212]",GO:0002058; GO:0005737; GO:0006210; GO:0006212; GO:0016627; GO:0046872; GO:0050661; GO:0051536,cytoplasm [GO:0005737],"iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; NADP binding [GO:0050661]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]; uracil binding [GO:0002058]"
PA5211,Q9HTX9,unreviewed,Q9HTX9_PSEAE,NfeD-like C-terminal domain-containing protein,PA5211,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),150,,plasma membrane [GO:0005886],GO:0005886,plasma membrane [GO:0005886],
PA2787,Q9I056,unreviewed,Q9I056_PSEAE,Carboxypeptidase G2,cpg2 PA2787,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),412,,carboxypeptidase activity [GO:0004180],GO:0004180,,carboxypeptidase activity [GO:0004180]
PA4650,Q9HVE2,unreviewed,Q9HVE2_PSEAE,Spore coat protein U domain-containing protein,PA4650,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),180,cell adhesion [GO:0007155],pilus [GO:0009289]; cell adhesion [GO:0007155],GO:0007155; GO:0009289,pilus [GO:0009289],
PA2573,Q9I0R3,unreviewed,Q9I0R3_PSEAE,Probable chemotaxis transducer,PA2573,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),535,chemotaxis [GO:0006935]; signal transduction [GO:0007165],membrane [GO:0016020]; chemotaxis [GO:0006935]; signal transduction [GO:0007165],GO:0006935; GO:0007165; GO:0016020,membrane [GO:0016020],
PA1174,Q9I4G3,reviewed,NAPA_PSEAE,Periplasmic nitrate reductase (EC 1.9.6.1),napA PA1174,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),829,Mo-molybdopterin cofactor biosynthetic process [GO:0006777]; nitrate assimilation [GO:0042128],"oxidoreductase complex [GO:1990204]; periplasmic space [GO:0042597]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; iron ion binding [GO:0005506]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]; nitrate reductase (cytochrome) activity [GO:0050140]; nitrate reductase activity [GO:0008940]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]; nitrate assimilation [GO:0042128]",GO:0005506; GO:0006777; GO:0008940; GO:0009055; GO:0030151; GO:0042128; GO:0042597; GO:0043546; GO:0050140; GO:0051539; GO:1990204,oxidoreductase complex [GO:1990204]; periplasmic space [GO:0042597],"4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; iron ion binding [GO:0005506]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]; nitrate reductase (cytochrome) activity [GO:0050140]; nitrate reductase activity [GO:0008940]"
PA0742,Q9I5I7,unreviewed,Q9I5I7_PSEAE,Potassium channel domain-containing protein,PA0742,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),102,,membrane [GO:0016020],GO:0016020,membrane [GO:0016020],
PA4646,Q9HVE6,reviewed,UPP_PSEAE,Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase),upp PA4646,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),212,UMP salvage [GO:0044206]; uracil salvage [GO:0006223],cytoplasm [GO:0005737]; cytosol [GO:0005829]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; uracil phosphoribosyltransferase activity [GO:0004845]; UMP salvage [GO:0044206]; uracil salvage [GO:0006223],GO:0000287; GO:0004845; GO:0005525; GO:0005737; GO:0005829; GO:0006223; GO:0044206,cytoplasm [GO:0005737]; cytosol [GO:0005829],GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; uracil phosphoribosyltransferase activity [GO:0004845]
PA2570,Q05097,reviewed,PA1L_PSEAE,PA-I galactophilic lectin (PA-IL) (Galactose-binding lectin),lecA pa1L PA2570,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),122,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157],cell surface [GO:0009986]; cytoplasm [GO:0005737]; periplasmic space [GO:0042597]; carbohydrate binding [GO:0030246]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157],GO:0005737; GO:0007157; GO:0009986; GO:0030246; GO:0042597,cell surface [GO:0009986]; cytoplasm [GO:0005737]; periplasmic space [GO:0042597],carbohydrate binding [GO:0030246]
PA4304,Q9HW96,unreviewed,Q9HW96_PSEAE,RcpA,rcpA PA4304,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),416,protein secretion [GO:0009306],type II protein secretion system complex [GO:0015627]; protein secretion [GO:0009306],GO:0009306; GO:0015627,type II protein secretion system complex [GO:0015627],
PA3415,Q9HYJ0,unreviewed,Q9HYJ0_PSEAE,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-),PA3415,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),370,,cytoplasm [GO:0005737]; acetyltransferase activity [GO:0016407]; lipoic acid binding [GO:0031405],GO:0005737; GO:0016407; GO:0031405,cytoplasm [GO:0005737],acetyltransferase activity [GO:0016407]; lipoic acid binding [GO:0031405]
PA1784,Q9I2V8,unreviewed,Q9I2V8_PSEAE,Alginate lyase 2 domain-containing protein,PA1784,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),231,,,,,
PA4303,Q9HW97,unreviewed,Q9HW97_PSEAE,TadZ,tadZ PA4303,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),394,negative regulation of cell division [GO:0051782],cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; negative regulation of cell division [GO:0051782],GO:0005524; GO:0005829; GO:0009898; GO:0016887; GO:0051782,cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
PA1173,Q9I4G4,unreviewed,Q9I4G4_PSEAE,"Periplasmic nitrate reductase, electron transfer subunit (Diheme cytochrome c NapB)",napB PA1173,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),163,anaerobic respiration [GO:0009061],periplasmic space [GO:0042597]; metal ion binding [GO:0046872]; anaerobic respiration [GO:0009061],GO:0009061; GO:0042597; GO:0046872,periplasmic space [GO:0042597],metal ion binding [GO:0046872]
PA3944,Q9HX72,reviewed,ATSE3_PSEAE,Acetyltransferase PA3944 (EC 2.3.1.-) (GCN5-related N-acetyltransferase) (GNAT),PA3944,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),192,,"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",GO:0016747,,"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]"
PA1880,Q9I2L7,unreviewed,Q9I2L7_PSEAE,Probable oxidoreductase,PA1880,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),731,,oxidoreductase activity [GO:0016491],GO:0016491,,oxidoreductase activity [GO:0016491]
PA3462,Q9HYE4,unreviewed,Q9HYE4_PSEAE,histidine kinase (EC 2.7.13.3),PA3462,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),919,,membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155],GO:0000155; GO:0016020,membrane [GO:0016020],phosphorelay sensor kinase activity [GO:0000155]
PA1171,Q9I4G6,unreviewed,Q9I4G6_PSEAE,Probable transglycolase,PA1171,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),398,peptidoglycan catabolic process [GO:0009253]; peptidoglycan turnover [GO:0009254],lytic transglycosylase activity [GO:0008933]; peptidoglycan catabolic process [GO:0009253]; peptidoglycan turnover [GO:0009254],GO:0008933; GO:0009253; GO:0009254,,lytic transglycosylase activity [GO:0008933]
PA3343,Q9HYQ2,unreviewed,Q9HYQ2_PSEAE,GGDEF domain-containing protein,PA3343,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),389,cell adhesion involved in single-species biofilm formation [GO:0043709]; negative regulation of bacterial-type flagellum-dependent cell motility [GO:1902201],plasma membrane [GO:0005886]; diguanylate cyclase activity [GO:0052621]; cell adhesion involved in single-species biofilm formation [GO:0043709]; negative regulation of bacterial-type flagellum-dependent cell motility [GO:1902201],GO:0005886; GO:0043709; GO:0052621; GO:1902201,plasma membrane [GO:0005886],diguanylate cyclase activity [GO:0052621]
PA1735,Q9I302,unreviewed,Q9I302_PSEAE,AEC family transporter,PA1735,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),295,transmembrane transport [GO:0055085],plasma membrane [GO:0005886]; transmembrane transport [GO:0055085],GO:0005886; GO:0055085,plasma membrane [GO:0005886],
PA1758,Q9I2Y1,unreviewed,Q9I2Y1_PSEAE,aminodeoxychorismate synthase (EC 2.6.1.85),pabB PA1758,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),453,folic acid-containing compound biosynthetic process [GO:0009396]; para-aminobenzoic acid biosynthetic process [GO:0008153],cytoplasm [GO:0005737]; 4-amino-4-deoxychorismate synthase activity [GO:0046820]; folic acid-containing compound biosynthetic process [GO:0009396]; para-aminobenzoic acid biosynthetic process [GO:0008153],GO:0005737; GO:0008153; GO:0009396; GO:0046820,cytoplasm [GO:0005737],4-amino-4-deoxychorismate synthase activity [GO:0046820]
PA0452,Q9I666,unreviewed,Q9I666_PSEAE,Probable stomatin-like protein,PA0452,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),264,,plasma membrane [GO:0005886],GO:0005886,plasma membrane [GO:0005886],
PA1686,Q9I339,unreviewed,Q9I339_PSEAE,DNA-3-methyladenine glycosidase II,alkA PA1686,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),297,"base-excision repair, AP site formation [GO:0006285]; DNA dealkylation involved in DNA repair [GO:0006307]","cytoplasm [GO:0005737]; protein-DNA complex [GO:0032993]; alkylated DNA binding [GO:0032131]; DNA-3-methyladenine glycosylase activity [GO:0008725]; DNA-7-methylguanine glycosylase activity [GO:0043916]; base-excision repair, AP site formation [GO:0006285]; DNA dealkylation involved in DNA repair [GO:0006307]",GO:0005737; GO:0006285; GO:0006307; GO:0008725; GO:0032131; GO:0032993; GO:0043916,cytoplasm [GO:0005737]; protein-DNA complex [GO:0032993],alkylated DNA binding [GO:0032131]; DNA-3-methyladenine glycosylase activity [GO:0008725]; DNA-7-methylguanine glycosylase activity [GO:0043916]
PA3945,Q9HX71,unreviewed,Q9HX71_PSEAE,N-acetyltransferase domain-containing protein,PA3945,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),196,,"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",GO:0016747,,"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]"
PA1523,Q9I3J0,unreviewed,Q9I3J0_PSEAE,Xanthine dehydrogenase,xdhB PA1523,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),799,,iron ion binding [GO:0005506]; molybdenum ion binding [GO:0030151]; oxidoreductase activity [GO:0016491],GO:0005506; GO:0016491; GO:0030151,,iron ion binding [GO:0005506]; molybdenum ion binding [GO:0030151]; oxidoreductase activity [GO:0016491]
PA1135,Q9I4K0,reviewed,HCHA_PSEAE,Protein/nucleic acid deglycase HchA (EC 3.1.2.-) (EC 3.5.1.-) (EC 3.5.1.124) (Maillard deglycase),hchA PA1135,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),291,DNA repair [GO:0006281]; methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243]; protein repair [GO:0030091],"cytoplasm [GO:0005737]; glyoxalase III activity [GO:0019172]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; protein deglycase activity [GO:0036524]; thiolester hydrolase activity [GO:0016790]; DNA repair [GO:0006281]; methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243]; protein repair [GO:0030091]",GO:0005737; GO:0006281; GO:0016790; GO:0016811; GO:0019172; GO:0019243; GO:0030091; GO:0036524,cytoplasm [GO:0005737],"glyoxalase III activity [GO:0019172]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; protein deglycase activity [GO:0036524]; thiolester hydrolase activity [GO:0016790]"
PA1356,Q9I3Y8,unreviewed,Q9I3Y8_PSEAE,Sialidase,PA1356,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),368,xyloglucan metabolic process [GO:0010411],xyloglucan metabolic process [GO:0010411],GO:0010411,,
PA2379,Q9I1A0,unreviewed,Q9I1A0_PSEAE,Probable oxidoreductase,PA2379,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),156,,"2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]",GO:0016491; GO:0046872; GO:0051537,,"2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]"
PA0108,Q9I724,unreviewed,Q9I724_PSEAE,cytochrome-c oxidase (EC 7.1.1.9) (Cytochrome aa3 subunit 3) (Cytochrome c oxidase polypeptide III),coIII PA0108,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),295,aerobic electron transport chain [GO:0019646]; aerobic respiration [GO:0009060],plasma membrane [GO:0005886]; cytochrome-c oxidase activity [GO:0004129]; electron transfer activity [GO:0009055]; oxidoreduction-driven active transmembrane transporter activity [GO:0015453]; aerobic electron transport chain [GO:0019646]; aerobic respiration [GO:0009060],GO:0004129; GO:0005886; GO:0009055; GO:0009060; GO:0015453; GO:0019646,plasma membrane [GO:0005886],cytochrome-c oxidase activity [GO:0004129]; electron transfer activity [GO:0009055]; oxidoreduction-driven active transmembrane transporter activity [GO:0015453]
PA2506,Q9I0X6,unreviewed,Q9I0X6_PSEAE,Secreted protein,PA2506,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),72,,,,,
PA4634,Q9HVF7,unreviewed,Q9HVF7_PSEAE,Abasic site processing protein (EC 3.4.-.-),PA4634,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),204,cellular response to DNA damage stimulus [GO:0006974]; cellular response to iron ion [GO:0071281]; protein-DNA covalent cross-linking [GO:0018142]; proteolysis [GO:0006508],peptidase activity [GO:0008233]; single-stranded DNA binding [GO:0003697]; cellular response to DNA damage stimulus [GO:0006974]; cellular response to iron ion [GO:0071281]; protein-DNA covalent cross-linking [GO:0018142]; proteolysis [GO:0006508],GO:0003697; GO:0006508; GO:0006974; GO:0008233; GO:0018142; GO:0071281,,peptidase activity [GO:0008233]; single-stranded DNA binding [GO:0003697]
PA0112,Q9I720,unreviewed,Q9I720_PSEAE,Heme A synthase,PA0112,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),357,heme A biosynthetic process [GO:0006784],"membrane [GO:0016020]; oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor [GO:0016653]; heme A biosynthetic process [GO:0006784]",GO:0006784; GO:0016020; GO:0016653,membrane [GO:0016020],"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor [GO:0016653]"
PA2564,Q9I0S1,reviewed,TAM_PSEAE,Trans-aconitate 2-methyltransferase (EC 2.1.1.144),tam PA2564,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),275,methylation [GO:0032259],cytoplasm [GO:0005737]; trans-aconitate 2-methyltransferase activity [GO:0030798]; methylation [GO:0032259],GO:0005737; GO:0030798; GO:0032259,cytoplasm [GO:0005737],trans-aconitate 2-methyltransferase activity [GO:0030798]
PA3420,Q9HYI5,unreviewed,Q9HYI5_PSEAE,Probable transcriptional regulator,PA3420,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),827,regulation of DNA-templated transcription [GO:0006355],DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355],GO:0003677; GO:0006355,,DNA binding [GO:0003677]
PA0453,Q9I665,unreviewed,Q9I665_PSEAE,Uncharacterized protein,PA0453,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),224,,,,,
PA2610,Q9I0M8,unreviewed,Q9I0M8_PSEAE,GST C-terminal domain-containing protein,PA2610,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),324,,cytoplasm [GO:0005737]; glutathione transferase activity [GO:0004364],GO:0004364; GO:0005737,cytoplasm [GO:0005737],glutathione transferase activity [GO:0004364]
PA2574,Q9I0R2,reviewed,ALKB1_PSEAE,Alkane 1-monooxygenase 1 (EC 1.14.15.3) (Alkane hydroxylase) (AHs) (Terminal alkane hydroxylase),alkB1 PA2574,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),382,alkane catabolic process [GO:0043448]; lipid metabolic process [GO:0006629],plasma membrane [GO:0005886]; alkane 1-monooxygenase activity [GO:0018685]; arachidonic acid omega-hydroxylase activity [GO:0052869]; metal ion binding [GO:0046872]; alkane catabolic process [GO:0043448]; lipid metabolic process [GO:0006629],GO:0005886; GO:0006629; GO:0018685; GO:0043448; GO:0046872; GO:0052869,plasma membrane [GO:0005886],alkane 1-monooxygenase activity [GO:0018685]; arachidonic acid omega-hydroxylase activity [GO:0052869]; metal ion binding [GO:0046872]
PA4925,Q9HUN9,unreviewed,Q9HUN9_PSEAE,Small-conductance mechanosensitive channel,PA4925,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),283,,plasma membrane [GO:0005886]; mechanosensitive ion channel activity [GO:0008381],GO:0005886; GO:0008381,plasma membrane [GO:0005886],mechanosensitive ion channel activity [GO:0008381]
PA4299,Q9HWA1,reviewed,Y4299_PSEAE,TPR repeat-containing protein PA4299,PA4299,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),245,,plasma membrane [GO:0005886],GO:0005886,plasma membrane [GO:0005886],
PA3888,Q9HXC5,unreviewed,Q9HXC5_PSEAE,Probable permease of ABC transporter,PA3888,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),240,amino-acid betaine transport [GO:0015838]; cellular hyperosmotic salinity response [GO:0071475]; glycine betaine transport [GO:0031460],"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; plasma membrane [GO:0005886]; transmembrane transporter complex [GO:1902495]; carnitine transmembrane transporter activity [GO:0015226]; transmembrane transporter activity [GO:0022857]; amino-acid betaine transport [GO:0015838]; cellular hyperosmotic salinity response [GO:0071475]; glycine betaine transport [GO:0031460]",GO:0005886; GO:0015226; GO:0015838; GO:0022857; GO:0031460; GO:0055052; GO:0071475; GO:1902495,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; plasma membrane [GO:0005886]; transmembrane transporter complex [GO:1902495]",carnitine transmembrane transporter activity [GO:0015226]; transmembrane transporter activity [GO:0022857]
